name,num,images,description,website
ゆートピア２１,259,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4755-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4756-350x245.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4757-350x246.jpg""]",薬湯で明日も一日ガンバレる。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E3%82%86%E3%83%BC%E3%83%88%E3%83%94%E3%82%A221/
第一日立湯,260,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4759-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4760-350x244.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4761-350x245.jpg""]",いつも清潔、日替わり薬湯、店内明るく、庭と池の大きな鯉が魅力。日替わり薬湯はもちろん、毎週日曜日のハーブ湯は特に大好評。四季折々の花が愛でる庭、池には錦鯉が気持ちよく泳いでいます。唐破風様式の宮造り銭湯で、浴室、脱衣場、ロビーの天井が高く、広い空間でゆったりと開放感が味わえます。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E7%AC%AC%E4%B8%80%E6%97%A5%E7%AB%8B%E6%B9%AF/
日の出湯,262,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_PS_5131-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_PS_5239-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_PS_5283-300x200.jpg""]",創業は昭和21（1946）年。壁には金閣寺と舞妓（男湯）、洋風庭園（女湯）、湯船の中には魚、床には蟹や貝のモザイクタイル絵があり、楽しみながら入浴できます。建物は年季が入っていますが、清掃は行き届いています。紹介エッセイはこちら。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E6%97%A5%E3%81%AE%E5%87%BA%E6%B9%AF-2/
富士の湯,266,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/10_hori_fujinoyu_a-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/10_hori_fujinoyu_b-300x193.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/10_hori_fujinoyu_c-300x193.jpg""]",京成線堀切菖蒲園駅から徒歩5分のところにある銭湯です。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E5%AF%8C%E5%A3%AB%E3%81%AE%E6%B9%AF-2/
寿湯,267,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/09_hori_kotobukiyu_a-1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/09_hori_kotobukiyu_b-1-300x193.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/09_hori_kotobukiyu_c-1-300x193.jpg""]",ハイパー超音波で一日の疲れも肩コリもすっきり。質のよい井戸水を薪で沸かし、日替わりの薬湯も実施しています。湯上がり後は横になって休める広間がありますからゆっくりしていってください。清潔感には自信がありますよ。フロント風番台です。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E3%81%93%E3%81%A8%E3%81%B6%E3%81%8D%E6%B9%AF%EF%BC%88%E5%AF%BF%E6%B9%AF%EF%BC%89/
吉の湯,268,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/113-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/213-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/314-300x225.jpg""]",京成バス、綾瀬～新小岩間行または綾瀬～亀有行で「堀切中央病院」下車徒歩１分です。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E5%90%89%E3%81%AE%E6%B9%AF/
美吉湯,269,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/13_higahori_miyoshiyu_a-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/13_higahori_miyoshiyu_b-300x193.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/13_higahori_miyoshiyu_c-300x193.jpg""]",天然の成分を多く含有している井戸水を使用。さらに天然木を燃料としているため、お湯は軟らかくよく温まります。お肌と美容に最適です。庭の手入れはいつも心掛け、しっかりした挨拶の昔ながらの清潔銭湯です。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E7%BE%8E%E5%90%89%E6%B9%AF/
さつき湯,270,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4772-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4773-240x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4774-350x234.jpg""]",湿式サウナと日替わりの薬湯が自慢です。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E3%81%95%E3%81%A4%E3%81%8D%E6%B9%AF/
第四富士の湯（休業中）,273,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4780-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4781-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4782-350x261.jpg""]",※現在、休業中です。自慢のペンキ絵を眺めつつ、薪で沸かした大きな浴槽のお湯でゆったり入浴。湯上がりは手入れの行き届いた庭をご覧ください。レトロですが、清潔な昔ながらの銭湯です。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E7%AC%AC%E5%9B%9B%E5%AF%8C%E5%A3%AB%E3%81%AE%E6%B9%AF/
辰己湯,275,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d2f5eaeb7d72e177268532e5cebaa531-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d8f07c7b0d6f4cbc55c49076b28e3ab2-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/21159886a65ce001c1cbdd80ff1a8b48-300x200.jpg""]",ゆったり、のんびり、温まった!!　ロビーが広くてくつろげます。挨拶をしっかりしています。インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/1964/
千代の湯（休業中）,277,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_14_4835-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4822-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4823-350x263.jpg""]",※現在、休業中です。広いのでのんびりと入浴。スーパージェット風呂。熱湯の浴槽は、日曜日にドイツのバスソルト（クナイプ）を入れたぬる湯に変わります。男湯には全身マッサージ機（15分100円）、女湯には給茶器を設置してあり、温かいほうじ茶のサービスがあります（無料）。インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/1900/
吉野湯,278,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_7150-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_7301-th-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_7072-th-300x200.jpg""]",2020年9月7日、リニューアルオープン（設計：今井健太郎氏）。新たに高濃度炭酸泉を導入したほか、座風呂、マッサージ風呂、電気風呂を設置。熱湯好きのために高温浴槽も用意してあります。うすく色付いた水風呂は井戸水の源泉かけ流しです。湯上がりには開放感のある庭を見ながら涼むことができます。昔ながらの下町銭湯の風情を残しつつ、モダンなデザインが融合した「レトロポップ」がコンセプトの銭湯です。2020年9月中旬以降、駐車場（2台）を設置します。吉野湯を利用する方は１時間無料です。駐車場を利用する方は車をとめる前にフロントへひと声、駐車場を利用する旨をお伝えください。WEB1010の紹介記事はこちら。インドアビュー（リニューアル前）はこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/1865/
中の湯,279,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4846-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4847-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4848-350x263.jpg""]",店内に飾られた季節の花々と森林浴ミストで心も体も癒してください。2ヵ月に1度の寄席を10年近く続けています。また、バイオリンやピアノのコンサート等、脱衣場や流し場を使用してお客様に楽しんでいただけるイベントを行っています。詳しくはホームページをご覧ください。インドアビューはこちら。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/1838/
金泉湯,280,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/11108-1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/11108-2-300x210.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/11108-3-300x210.jpg""]",低温風呂で心身ともリラックスしてください。足湯で足裏マッサージ。銭湯はいいよ！インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/1820/
つるの湯,281,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4852-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4853-193x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4854-267x350.jpg""]",黒湯の天然温泉です。源泉掛け流しの露天風呂があります。インドアビューはこちら。最新の銭湯情報はこちら,http://tsurunoyu.tokyo/
乙女湯,283,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d8e7c84a6d45dbeb97862d2439269034-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/a225b06c6fd497f55d1d39b033b4ef52-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2411a0bf3b54a1631587208fb5b95b6f-300x200.jpg""]",浴槽設備の種類が豊富で、熱めのお湯です。天然温泉、よく冷えた水風呂、強力ジェットも人気で、掃除に力を注いでいますから清潔感には自信があります。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/1839/
宝来湯,284,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/9693e52337f62a0588c085376d49f99c-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/babe9195fb861c9421ac41cd5ab73787-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/ca0821e58b4ddfcf1de322782dce890a-300x200.jpg""]",ペンキ絵が自慢の銭湯です。掃除に力を入れていますからいつも清潔です。インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/1819/
小島湯（休業中）,286,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/389ccda94eed028b35f1a9194d765e8c-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/6c9250d1875bf85d276a00baf8d976da-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/0cfea2906ab5e1f8ee00fdd8782496a8-300x200.jpg""]",※現在、休業中です（2026年2月27日をもって営業を終了しました）。ゆったり、さっぱり、のんびり、薪で沸かしたなめらかなお湯でポカポカ。ちょっとお湯は熱めです。ペンキ絵も見てください。しっかり挨拶で対応しています。インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/1868/
第二寿湯（休業中）,289,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/41b959c15640f460cb4f9e44ff4853f8-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/dbcc06252ae33ea30bc3e75d1438b206-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/292eb1301cbb741baac522ac4750e0b5-300x200.jpg""]",※2026年5月6日～10月中旬頃まで、改修工事のため休業中です。いつも清潔、日替わり薬湯、電気風呂、岩盤タイル（半身浴）があります。挨拶、清掃に力を入れている昔ながらの銭湯。インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/2398/
竹の湯,290,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/bcf86494817f95a23db323c07f580971-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/6e534f15907942605f36e905df0b76cf-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/b3cef1f2175bd4e5944c1f7bd0902be1-300x200.jpg""]",ペンキ絵があり、井戸水を沸かす昔ながらのお風呂です。レトロ気分が満喫できます。気持ちのよい挨拶を心がけています。インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/2279/
一心湯,295,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4868-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4869-350x249.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4870-350x249.jpg""]",明るく家庭的、玄関に坪庭があります。22:30にシャッターが降ります。WEB1010の紹介記事はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/1979/
仁岸湯,297,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/844e376aacb74e2ea2a0707dc8f285f5-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/fb31459bf2c1ab80fe2ce8a443a6bb7c-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3848e90a4f968848b33ddc06bb3f8919-300x200.jpg""]",井戸水を沸かしています。人工炭酸泉が人気で、浴槽設備の種類が豊富です。掃除には念を入れています。ドライヤーは無料サービス。ペンキ絵も好評。WEB1010の紹介記事はこちら。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/2088/
菅原湯,298,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d52e32ae6453ef3334eacdfa0c7e9863-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/c70f86d62981e029f29c12c49d152793-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/639269ee8a56f44237a446787f80b4c1-300x200.jpg""]",質のよい井戸水で日替わりの薬湯が人気。BGMが流れるレトロムードの銭湯です。インドアビューはこちら。最新の銭湯情報はこちら,https://www.oyunofuji1010.com/gallery/2034/
